31,45,31,0.0550,0.0550,0.0550,0.0550,20061001,29991231
31,01,21415,0.0150,0.0150,0.0150,0.0150,20061001,20070331
31,01,21415,0.0100,0.0100,0.0100,0.0100,20070401,20110331
31,01,21415,0.0150,0.0150,0.0150,0.0150,20110401,29991231
31,01,24950,0.0100,0.0100,0.0100,0.0100,20130101,29991231
31,01,09445,0.0150,0.0150,0.0150,0.0150,20120701,29991231
31,01,14730,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,33775,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,48935,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,00555,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,08220,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,38995,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,43055,0.0100,0.0100,0.0100,0.0100,20090101,29991231
31,01,00905,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,22045,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,46275,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,00415,0.0100,0.0100,0.0100,0.0100,20061001,20080331
31,01,00415,0.0150,0.0150,0.0150,0.0150,20080401,29991231
31,01,15360,0.0100,0.0100,0.0100,0.0100,20070401,29991231
31,01,18615,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,25055,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,40710,0.0100,0.0100,0.0100,0.0100,20061001,20120331
31,01,40710,0.0150,0.0150,0.0150,0.0150,20120401,29991231
31,01,44700,0.0100,0.0100,0.0100,0.0100,20070401,20120630
31,01,44700,0.0100,0.0100,0.0100,0.0100,20121001,29991231
31,01,29855,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,35490,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,48515,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,06120,0.0100,0.0100,0.0100,0.0100,20101001,29991231
31,01,12315,0.0100,0.0100,0.0100,0.0100,20061001,20100930
31,01,12315,0.0150,0.0150,0.0150,0.0150,20101001,29991231
31,01,28245,0.0100,0.0100,0.0100,0.0100,20121001,29991231
31,01,14100,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,15430,0.0050,0.0050,0.0050,0.0050,20061001,29991231
31,01,20190,0.0100,0.0100,0.0100,0.0100,20070401,29991231
31,01,29260,0.0100,0.0100,0.0100,0.0100,20061001,20080930
31,01,29260,0.0150,0.0150,0.0150,0.0150,20081001,29991231
31,01,33425,0.0100,0.0100,0.0100,0.0100,20130401,29991231
31,01,39345,0.0100,0.0100,0.0100,0.0100,20061001,20100331
31,01,39345,0.0150,0.0150,0.0150,0.0150,20100401,29991231
31,01,52015,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,21275,0.0100,0.0100,0.0100,0.0100,20071001,29991231
31,01,40675,0.0100,0.0100,0.0100,0.0100,20101001,29991231
31,01,23690,0.0100,0.0100,0.0100,0.0100,20070401,29991231
31,01,49950,0.0150,0.0150,0.0150,0.0150,20070101,29991231
31,01,45295,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,09375,0.0100,0.0100,0.0100,0.0100,20101001,29991231
31,01,12945,0.0100,0.0100,0.0100,0.0100,20090101,29991231
31,01,14450,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,21345,0.0100,0.0100,0.0100,0.0100,20070401,29991231
31,01,47955,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,23340,0.0100,0.0100,0.0100,0.0100,20101001,29991231
31,01,44035,0.0100,0.0100,0.0100,0.0100,20061001,20070930
31,01,44035,0.0150,0.0150,0.0150,0.0150,20071001,29991231
31,01,03005,0.0100,0.0100,0.0100,0.0100,20121001,29991231
31,01,03635,0.0150,0.0150,0.0150,0.0150,20121001,29991231
31,01,52575,0.0100,0.0100,0.0100,0.0100,20090401,20120930
31,01,52575,0.0150,0.0150,0.0150,0.0150,20121001,29991231
31,01,53450,0.0150,0.0150,0.0150,0.0150,20121001,29991231
31,01,02095,0.0100,0.0100,0.0100,0.0100,20070101,29991231
31,01,06610,0.0100,0.0100,0.0100,0.0100,20061001,20061231
31,01,06610,0.0150,0.0150,0.0150,0.0150,20070101,29991231
31,01,35665,0.0100,0.0100,0.0100,0.0100,20081001,29991231
31,01,43685,0.0100,0.0100,0.0100,0.0100,20070101,20130331
31,01,43685,0.0150,0.0150,0.0150,0.0150,20130401,29991231
31,00,043,0.0050,0.0050,0.0050,0.0050,20061001,29991231
31,01,24355,0.0150,0.0150,0.0150,0.0150,20070401,29991231
31,01,46030,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,08605,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,11195,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,11020,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,16725,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,19385,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,26910,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,04895,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,08885,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,39695,0.0150,0.0150,0.0150,0.0150,20110401,29991231
31,01,51070,0.0100,0.0100,0.0100,0.0100,20071001,29991231
31,01,13295,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,17670,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,23025,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,34720,0.0150,0.0150,0.0150,0.0150,20061001,29991231
31,01,44280,0.0150,0.0150,0.0150,0.0150,20100101,29991231
31,01,49425,0.0100,0.0100,0.0100,0.0100,20061001,29991231
31,01,04405,0.0100,0.0100,0.0100,0.0100,20061001,20130331
31,01,04405,0.0150,0.0150,0.0150,0.0150,20130401,29991231
